candidate	cluster_center	min_distance	max_distance	candi_distance	cos	synscore
restrain	ado	0.0	1.4176513	1.2081435	0.18247548	0.9976834
condescended	ado	0.0	1.4176513	1.2214911	0.17610405	0.9976834
refrain	ado	0.0	1.4176513	1.2089796	0.16907042	0.99751616
without	ado	0.0	1.4176513	1.1938173	0.16630317	0.9976834
launcelot	ado	0.0	1.4176513	1.2203926	0.09085159	0.9976834
dissuade	ado	0.0	1.4176513	1.2192199	0.050758325	0.9976834
anticipated	ado	0.0	1.4176513	1.2119935	0.13049553	0.9976834
detain	ado	0.0	1.4176513	1.1862084	0.05780024	0.9976834
unwise	adult	0.0	1.0	0.9979382	0.50205964	0.00014474681
admirers	adult	0.0	1.0	1.0250835	0.4746019	0.00014474681
newgate	adult	0.0	1.0	1.0502564	0.44848078	1.605297e-05
foolishness	adult	0.0	1.0	1.0120146	0.48791322	0.00078416703
adult	adult	0.0	1.0	0.0	1.0	1.4408576e-05
sinned	adult	0.0	1.0	1.0286052	0.4709855	0.00014474681
assurances	adult	0.0	1.0	1.0465307	0.45238668	0.00014474681
mastery	adult	0.0	1.0	1.0373694	0.4619323	7.0045417e-06
fighter	adult	0.0	1.0	1.0109295	0.48901084	0.0014537852
politician	adult	0.0	1.0	0.9589533	0.54020435	3.3882316e-06
proceed	advance	0.0	1.2986692	1.1772982	0.30845132	0.9999906
step	advance	0.0	1.2986692	1.1552111	0.3014158	0.9999901
advance	advance	0.0	1.2986692	0.0	0.6145836	1.0
advanced	advance	0.0	1.2986692	1.1111009	0.36287606	0.9999906
infantry	advance	0.0	1.2986692	1.1564358	0.33854353	0.9999927
retreat	advance	0.0	1.2986692	1.177977	0.2553061	0.9989011
roubles	advance	0.0	1.2986692	1.1940982	0.014810223	0.9999906
rent	advance	0.0	1.2986692	1.1970416	0.11788309	0.9999995
salary	advance	0.0	1.2986692	1.1689857	0.13678607	0.99999976
exceed	advance	0.0	1.2986692	1.1865603	0.19285609	0.9999906
piety	advancement	0.0	1.3814195	1.1257302	0.2622643	0.9999603
national	advancement	0.0	1.3814195	1.0986629	0.36235255	0.83018583
accomplishment	advancement	0.0	1.3814195	1.103427	0.38338792	0.99983406
association	advancement	0.0	1.3814195	1.1291506	0.26245683	0.9984037
science	advancement	0.0	1.3814195	1.0840698	0.30899203	0.9895802
promote	advancement	0.0	1.3814195	1.1049601	0.39703855	0.99770725
advancement	advancement	0.0	1.3814195	0.0	0.67648125	0.99999785
popularity	advancement	0.0	1.3814195	1.0921148	0.25326806	0.9951054
poetical	advancement	0.0	1.3814195	1.1316434	0.2539365	0.99770725
profit	advantage	0.0	0.0	1.1257483	0.36634535	4.4756554e-05
promote	advantage	0.0	0.0	1.1602627	0.3268953	0.21861468
gained	advantage	0.0	0.0	1.1200505	0.37274337	0.21861468
gain	advantage	0.0	0.0	1.139239	0.35106733	0.0018602277
opportunities	advantage	0.0	0.0	1.163549	0.32307693	0.21861468
opportunity	advantage	0.0	0.0	1.0495704	0.44920096	0.00080877467
pecuniary	advantage	0.0	0.0	1.107057	0.3872124	0.21861468
advantage	advantage	0.0	0.0	0.0	1.0	0.5691332
favourable	advantage	0.0	0.0	1.1413543	0.34865516	0.21861468
respite	advantage	0.0	0.0	1.1586369	0.32878038	0.018750677
expedition	adventure	0.0	1.0	1.199909	0.28010914	0.9998318
embarked	adventure	0.0	1.0	1.1915704	0.29007998	0.16368715
tale	adventure	0.0	1.0	1.1479629	0.3410906	0.9999975
adventures	adventure	0.0	1.0	1.1026595	0.39207107	0.16368715
romantic	adventure	0.0	1.0	1.2026777	0.2767832	0.99331325
befallen	adventure	0.0	1.0	1.2015997	0.27807903	0.16368715
terrors	adventure	0.0	1.0	1.2067409	0.2718882	0.16368715
story	adventure	0.0	1.0	1.191452	0.29022104	0.99973327
adventure	adventure	0.0	1.0	0.0	1.0	0.99975353
castle	adventure	0.0	1.0	1.1993209	0.28081465	0.9448001
withdrawing	adversary	0.0	1.1213794	1.156497	0.29422328	0.009547042
savage	adversary	0.0	1.1213794	1.1575712	0.33921233	0.99121934
ally	adversary	0.0	1.1213794	1.123754	0.3628666	0.9175058
hindley	adversary	0.0	1.1213794	1.1095054	0.30576733	0.009547042
enraged	adversary	0.0	1.1213794	1.1109792	0.40099466	0.009547042
hawkeye	adversary	0.0	1.1213794	1.1520151	0.34481123	0.009547042
adversary	adversary	0.0	1.1213794	0.0	0.82802606	0.6768056
disengaged	adversary	0.0	1.1213794	1.1021811	0.37793553	0.009547042
prone	adversary	0.0	1.1213794	1.1290697	0.28487256	0.009547042
advertisement	advertisement	0.0	1.320156	0.0	0.7511971	0.9999927
paper	advertisement	0.0	1.320156	1.1195655	0.40431175	0.99997747
newspapers	advertisement	0.0	1.320156	1.1722945	0.30633742	0.99979526
page	advertisement	0.0	1.320156	1.1713783	0.29810655	0.999775
printed	advertisement	0.0	1.320156	1.1738387	0.32475835	0.99979526
newspaper	advertisement	0.0	1.320156	1.1667525	0.3435449	0.99979824
perusal	advertisement	0.0	1.320156	1.1719625	0.27316087	0.99999726
magazine	advertisement	0.0	1.320156	1.1752702	0.30684167	0.99972504
article	advertisement	0.0	1.320156	1.1579665	0.346757	0.9999815
column	advertisement	0.0	1.320156	1.1684924	0.26288927	0.99882597
advice	advice	0.0	0.0	0.0	1.0000001	2.0660848e-06
assistance	advice	0.0	0.0	1.0995324	0.39551428	6.315949e-05
asking	advice	0.0	0.0	1.1634876	0.32314825	0.96568656
consent	advice	0.0	0.0	1.1466949	0.34254548	1.8212375e-05
instructions	advice	0.0	0.0	1.1621876	0.32466006	0.29698667
give	advice	0.0	0.0	1.1384482	0.35196775	4.0077604e-05
encouragement	advice	0.0	0.0	1.1403729	0.34977493	4.3445384e-06
ask	advice	0.0	0.0	1.1379731	0.3525087	7.835873e-05
counsel	advice	0.0	0.0	1.0662168	0.43159083	0.9976694
provincial	advocate	0.0	1.0	1.1397558	0.3504783	0.00013947439
advocate	advocate	0.0	1.0	0.0	1.0	5.3209315e-05
summary	advocate	0.0	1.0	1.1101872	0.38374227	5.9391978e-06
editor	advocate	0.0	1.0	1.1340258	0.3569927	1.305388e-06
honorable	advocate	0.0	1.0	1.1101158	0.38382146	0.00014347695
diocese	advocate	0.0	1.0	1.094002	0.40157968	0.0004007465
executive	advocate	0.0	1.0	1.1349558	0.35593766	1.8807306e-06
nightingale	advocate	0.0	1.0	1.1156932	0.37761435	9.346299e-06
politician	advocate	0.0	1.0	1.1202704	0.3724971	8.287899e-06
poetical	advocate	0.0	1.0	1.1409467	0.34912023	0.00014347695
unhappy	affair	0.0	1.3731991	1.1614263	0.21165743	0.23189363
business	affair	0.0	1.3731991	1.1258677	0.37347934	0.48199
connection	affair	0.0	1.3731991	1.1200523	0.44981608	0.6243924
transaction	affair	0.0	1.3731991	1.1407338	0.38352814	0.9960278
affair	affair	0.0	1.3731991	0.0	0.631491	0.90844566
involved	affair	0.0	1.3731991	1.1209848	0.33016425	0.23189363
details	affair	0.0	1.3731991	1.1580298	0.33637142	0.566454
whole	affair	0.0	1.3731991	1.1572895	0.25138456	0.6117819
affairs	affair	0.0	1.3731991	1.1530445	0.3437098	0.9999653
chad	affectation	0.0	0.99999994	1.037382	0.46191925	0.000818217
imaginable	affectation	0.0	0.99999994	1.0397819	0.45942685	0.18342638
abhorrence	affectation	0.0	0.99999994	1.0027153	0.49728104	0.99712545
selfishness	affectation	0.0	0.99999994	1.0390126	0.46022645	6.127407e-06
boldness	affectation	0.0	0.99999994	1.0176338	0.4822108	0.91951215
inconsistent	affectation	0.0	0.99999994	0.9942727	0.5057109	0.18342638
censure	affectation	0.0	0.99999994	1.0351158	0.46426767	0.72592854
affectation	affectation	0.0	0.99999994	0.0	1.0000001	0.010845849
refinement	affectation	0.0	0.99999994	1.0133253	0.48658586	0.92372215
forbearance	affectation	0.0	0.99999994	1.0131803	0.48673287	0.9982135
esteem	affection	0.0	1.258024	1.0316801	0.39782652	0.56443197
attachment	affection	0.0	1.258024	0.98581064	0.45755753	0.054226603
kindness	affection	0.0	1.258024	1.0117483	0.49598628	0.021320306
gratitude	affection	0.0	1.258024	0.9861461	0.5152457	1.2995592e-05
respect	affection	0.0	1.258024	0.9701338	0.44545567	0.9998741
admiration	affection	0.0	1.258024	1.0071272	0.43808404	0.9665188
sympathy	affection	0.0	1.258024	1.011674	0.46092215	1.4195152e-05
affection	affection	0.0	1.258024	0.0	0.79003555	0.9999676
compassion	affection	0.0	1.258024	1.0400518	0.45824173	0.00019738574
replied	affirmative	0.0	0.0	1.1278088	0.3640237	0.0024391739
negative	affirmative	0.0	0.0	1.0905473	0.4053533	6.6828914e-05
drily	affirmative	0.0	0.0	1.1202952	0.37246934	0.0024391739
bumble	affirmative	0.0	0.0	1.1279463	0.3638686	0.0024391739
answer	affirmative	0.0	0.0	1.0796068	0.41722468	0.89039415
nod	affirmative	0.0	0.0	1.1375295	0.35301328	0.0013654708
replying	affirmative	0.0	0.0	1.07771	0.4192705	0.0024391739
answered	affirmative	0.0	0.0	1.1193302	0.37355	0.0024391739
affirmative	affirmative	0.0	0.0	0.0	1.0	3.763438e-05
reply	affirmative	0.0	0.0	1.0736485	0.42363957	0.078872226
grievous	affliction	0.0	0.0	1.092071	0.40369046	0.00014552457
sorrow	affliction	0.0	0.0	1.0891119	0.4069177	0.0010621136
misery	affliction	0.0	0.0	1.0856458	0.41068658	9.391075e-05
grief	affliction	0.0	0.0	1.0797306	0.41709083	2.5516574e-05
anguish	affliction	0.0	0.0	1.1339624	0.3570646	0.0002175637
consequent	affliction	0.0	0.0	1.1173425	0.37577298	0.00014552457
distressing	affliction	0.0	0.0	1.1388466	0.35151428	0.00014552457
extravagance	affliction	0.0	0.0	1.1136405	0.37990236	9.591547e-06
reproaches	affliction	0.0	0.0	1.1342853	0.3566983	0.00014552457
affliction	affliction	0.0	0.0	0.0	0.99999994	9.945303e-05
suitor	affront	0.0	1.1468518	1.1422064	0.34420902	0.90443957
affront	affront	0.0	1.1468518	0.0	0.8192574	0.9986022
regard	affront	0.0	1.1468518	1.1430957	0.3222942	0.99999
dismissal	affront	0.0	1.1468518	1.1141262	0.33067787	0.9986864
disregard	affront	0.0	1.1468518	1.1295	0.3848094	0.0115954215
impudence	affront	0.0	1.1468518	1.1230003	0.341023	0.99999905
presumption	affront	0.0	1.1468518	1.1437852	0.34765542	0.9997204
affectation	affront	0.0	1.1468518	1.129349	0.39254498	0.71940106
censure	affront	0.0	1.1468518	1.1353229	0.41360235	0.97515196
day	afternoon	0.0	0.0	0.93484783	0.56302977	1.3735922e-06
afternoon	afternoon	0.0	0.0	0.0	1.0	1.2409348e-06
late	afternoon	0.0	0.0	0.99521166	0.5047769	1.5545354e-05
september	afternoon	0.0	0.0	0.97837466	0.5213915	1.5545354e-05
october	afternoon	0.0	0.0	0.9723218	0.5272952	1.5545354e-05
morning	afternoon	0.0	0.0	0.8648101	0.6260517	7.918345e-06
night	afternoon	0.0	0.0	0.99128646	0.5086756	5.224989e-06
evening	afternoon	0.0	0.0	0.82740283	0.6577022	2.5670918e-06
summer	afternoon	0.0	0.0	0.97774774	0.52200466	3.064586e-05
sunday	afternoon	0.0	0.0	0.9675808	0.53189373	7.535872e-07
forty	age	0.0	0.0	1.1023223	0.39244282	0.99999774
age	age	0.0	0.0	0.0	0.99999994	0.9999944
years	age	0.0	0.0	1.0532309	0.4453523	0.99319035
nineteen	age	0.0	0.0	1.1018889	0.3929205	0.9989417
seventeen	age	0.0	0.0	1.074457	0.42277104	0.99999845
eighteen	age	0.0	0.0	1.0682439	0.42942744	0.9947584
sixty	age	0.0	0.0	1.0965716	0.3987655	0.99976534
thirteen	age	0.0	0.0	1.0690837	0.42853	0.9999951
fourteen	age	0.0	0.0	1.0886987	0.40736753	0.9999119
sixteen	age	0.0	0.0	1.0501187	0.44862536	0.99998224
jurisdiction	agency	0.0	1.4202769	1.1593413	0.35465172	3.8247093e-05
agency	agency	0.0	1.4202769	0.0	0.59543693	0.9157754
invention	agency	0.0	1.4202769	1.1439685	0.15625885	0.00914921
federal	agency	0.0	1.4202769	1.1563879	0.40816024	0.0074937837
agent	agency	0.0	1.4202769	1.1296536	0.41311237	0.00023493839
metropolitan	agency	0.0	1.4202769	1.1513665	0.3846574	1.0143744e-05
organized	agency	0.0	1.4202769	1.1625307	0.25418174	0.0074937837
executive	agency	0.0	1.4202769	1.0857205	0.40312216	5.524357e-05
skilful	agency	0.0	1.4202769	1.1487137	0.13512288	0.0074937837
efficient	agency	0.0	1.4202769	1.1618007	0.2338823	0.0074937837
secretary	agent	0.0	1.3640561	1.0622046	0.3568715	3.748428e-06
lawyer	agent	0.0	1.3640561	1.1322334	0.24218553	0.0012556441
spy	agent	0.0	1.3640561	1.1488478	0.2583634	0.0003441781
agency	agent	0.0	1.3640561	1.1296536	0.32313505	5.738443e-05
subordinate	agent	0.0	1.3640561	1.1366962	0.36463425	0.00040299972
clerk	agent	0.0	1.3640561	1.1356027	0.2512589	4.245948e-05
agent	agent	0.0	1.3640561	0.0	0.73132604	9.826325e-05
insurance	agent	0.0	1.3640561	1.1564951	0.35278812	0.81013185
agents	agent	0.0	1.3640561	1.1473923	0.35800967	0.0034958671
manager	agent	0.0	1.3640561	1.1451854	0.35377845	0.013370562
panther	agility	0.0	1.181152	1.1042571	0.35797814	0.9999883
skill	agility	0.0	1.181152	1.0865216	0.3447995	0.98562324
agility	agility	0.0	1.181152	0.0	0.806982	0.99959904
superb	agility	0.0	1.181152	1.0841744	0.40095165	0.86848056
quickness	agility	0.0	1.181152	1.0272281	0.43101475	0.9999993
rapidity	agility	0.0	1.181152	1.1128348	0.3777527	0.99999464
dexterity	agility	0.0	1.181152	0.9783605	0.48422235	0.9992513
amazing	agility	0.0	1.181152	1.0996226	0.30432692	0.86848056
speed	agility	0.0	1.181152	1.0987821	0.36799377	0.9960412
uncommon	agility	0.0	1.181152	1.1046305	0.35584554	0.86848056
anxiety	agitation	0.0	1.2025218	1.0385965	0.4097783	0.007090266
excitement	agitation	0.0	1.2025218	1.0043672	0.5255138	0.07668461
occasioned	agitation	0.0	1.2025218	1.0972806	0.41371542	0.00062225485
irritation	agitation	0.0	1.2025218	1.0475262	0.4161668	0.7796187
confusion	agitation	0.0	1.2025218	1.0711352	0.45066115	0.00286247
emotion	agitation	0.0	1.2025218	1.0827693	0.3867026	9.778247e-07
constraint	agitation	0.0	1.2025218	1.087142	0.3357078	4.738195e-06
paroxysm	agitation	0.0	1.2025218	1.080788	0.4796806	0.050209712
awkwardness	agitation	0.0	1.2025218	1.086249	0.35098478	0.012947684
agitation	agitation	0.0	1.2025218	0.0	0.7990527	0.0073949494
terror	agony	0.0	1.147529	1.0727448	0.37610492	0.99993026
spasm	agony	0.0	1.147529	1.034181	0.41831428	0.0012910615
writhed	agony	0.0	1.147529	1.0769892	0.38497823	0.95038235
suffering	agony	0.0	1.147529	1.09024	0.39996463	0.9993698
inexpressible	agony	0.0	1.147529	1.0883157	0.37351274	0.95038235
agony	agony	0.0	1.147529	0.0	0.81902033	0.9998872
anguish	agony	0.0	1.147529	1.0519404	0.5011354	0.99998486
paroxysm	agony	0.0	1.147529	1.077144	0.40015382	0.99995875
pangs	agony	0.0	1.147529	1.0924582	0.4588404	0.95038235
pain	agony	0.0	1.147529	1.0071201	0.4823853	0.960828
agreement	agreement	0.0	0.0	0.0	0.99999994	4.9547816e-06
terms	agreement	0.0	0.0	1.1232755	0.36912608	0.0005112881
accordance	agreement	0.0	0.0	1.1442444	0.34535226	1.905823e-05
signed	agreement	0.0	0.0	1.1617525	0.32516566	0.00010355088
agree	agreement	0.0	0.0	1.1374207	0.3531371	0.00010355088
contract	agreement	0.0	0.0	1.1637242	0.322873	3.3419014e-06
nodded	agreement	0.0	0.0	1.1549655	0.3330273	0.00010355088
assent	agreement	0.0	0.0	1.1578263	0.32971922	7.468904e-05
understanding	agreement	0.0	0.0	1.1588633	0.32851794	3.0962497e-06
signing	agreement	0.0	0.0	1.1668526	0.3192275	2.7362667e-06
commerce	agriculture	0.0	0.0	1.0811055	0.41560557	0.95183355
department	agriculture	0.0	0.0	0.9607397	0.53848964	0.70246226
commissioners	agriculture	0.0	0.0	1.0895375	0.40645406	0.98152566
subordinate	agriculture	0.0	0.0	1.0694299	0.42815986	0.94170034
agriculture	agriculture	0.0	0.0	0.0	1.0	0.99994874
states	agriculture	0.0	0.0	1.0830225	0.41353118	0.98152566
industry	agriculture	0.0	0.0	1.0835433	0.412967	0.9894972
united	agriculture	0.0	0.0	1.0753756	0.42178375	0.98152566
ministry	agriculture	0.0	0.0	1.0314866	0.46801767	0.006197884
executive	agriculture	0.0	0.0	1.0301853	0.469359	0.033961162
speedy	aid	0.0	1.3783652	1.156705	0.28173733	0.00059410103
assist	aid	0.0	1.3783652	1.0803015	0.45083722	0.9907611
commands	aid	0.0	1.3783652	1.1818341	0.31498167	0.00059410103
seek	aid	0.0	1.3783652	1.1710119	0.22454439	7.840624e-06
conveying	aid	0.0	1.3783652	1.1843586	0.25870812	0.026137225
ardour	aid	0.0	1.3783652	1.1831404	0.3013424	0.23671106
rescue	aid	0.0	1.3783652	1.1239667	0.29871196	0.040997293
aid	aid	0.0	1.3783652	0.0	0.7636891	0.9978027
support	aid	0.0	1.3783652	1.1205631	0.3860451	0.00016260968
webb	aide	0.0	0.99999994	1.0864464	0.4098171	0.13138966
de	aide	0.0	0.99999994	0.95218647	0.54667056	0.9968334
cul	aide	0.0	0.99999994	1.0214311	0.47833937	0.24181542
guermantes	aide	0.0	0.99999994	0.9787809	0.520994	0.9968334
aide	aide	0.0	0.99999994	0.0	1.0000001	0.9999943
sac	aide	0.0	0.99999994	1.0222156	0.47753766	0.99958307
je	aide	0.0	0.99999994	1.0954995	0.39994034	0.9968334
camp	aide	0.0	0.99999994	0.96646965	0.5329682	0.9999523
estar	aide	0.0	0.99999994	1.060291	0.4378915	0.9968334
boulogne	aide	0.0	0.99999994	1.0933694	0.40227175	0.9968334
demonstrate	aim	0.0	1.4259638	1.1872052	0.23701124	0.04409638
aiming	aim	0.0	1.4259638	1.1477318	0.29422766	0.04409638
object	aim	0.0	1.4259638	1.1531903	0.44862884	0.47450185
fired	aim	0.0	1.4259638	1.1547031	0.13973637	0.04409638
aimed	aim	0.0	1.4259638	1.1541915	0.21452156	0.04409638
target	aim	0.0	1.4259638	1.1568674	0.2336446	0.054861214
aim	aim	0.0	1.4259638	0.0	0.57232684	0.9999548
accomplishment	aim	0.0	1.4259638	1.1595918	0.33610058	0.9863783
ultimate	aim	0.0	1.4259638	1.1904582	0.33210364	0.00017579335
rifle	aim	0.0	1.4259638	1.1697645	0.14530404	0.00028007448
air	air	0.0	1.4117494	0.0	0.5674734	0.67315346
whiff	air	0.0	1.4117494	1.1122494	0.30904686	0.07646489
fragrance	air	0.0	1.4117494	1.0997934	0.25077555	0.06390481
soared	air	0.0	1.4117494	1.057558	0.3499345	0.2212617
atmosphere	air	0.0	1.4117494	1.0812008	0.28404465	0.9777474
cool	air	0.0	1.4117494	1.0810502	0.19550383	0.2341587
freshness	air	0.0	1.4117494	1.104486	0.27385277	0.50878394
gusts	air	0.0	1.4117494	1.117069	0.32698998	0.2212617
sniffing	air	0.0	1.4117494	1.0575435	0.25249192	0.2212617
lungs	air	0.0	1.4117494	1.1104739	0.32798466	0.2212617
airport	airport	0.0	0.0	0.0	1.0	0.9967781
taxi	airport	0.0	0.0	1.083848	0.41263682	0.9967632
drove	airport	0.0	0.0	1.0995371	0.39550903	0.9994456
francisco	airport	0.0	0.0	1.1083082	0.3858265	0.03712502
orleans	airport	0.0	0.0	1.1194383	0.37342894	0.00022972935
phoned	airport	0.0	0.0	1.1181592	0.37486002	0.03712502
bus	airport	0.0	0.0	1.0557638	0.4426813	0.99947447
station	airport	0.0	0.0	1.1101314	0.38380417	3.053848e-06
hotel	airport	0.0	0.0	1.0775307	0.41946375	0.00025709247
angeles	airport	0.0	0.0	1.1206006	0.37212726	0.03712502
hall	aisle	0.0	1.2261131	1.0834016	0.40412816	1.475673e-06
corridor	aisle	0.0	1.2261131	1.0561646	0.42798463	7.2659384e-07
driveway	aisle	0.0	1.2261131	1.0787746	0.40485364	9.659503e-06
marched	aisle	0.0	1.2261131	1.0643396	0.41345832	3.8866056e-06
aisle	aisle	0.0	1.2261131	0.0	0.79003906	5.005321e-07
walked	aisle	0.0	1.2261131	1.0360957	0.46389642	3.8866056e-06
center	aisle	0.0	1.2261131	1.0793486	0.3425643	7.4941076e-06
rear	aisle	0.0	1.2261131	1.0939549	0.41842315	2.041872e-06
front	aisle	0.0	1.2261131	1.0806619	0.4076159	1.6403093e-05
strode	aisle	0.0	1.2261131	1.067638	0.4843258	3.8866056e-06
nipper	alacrity	0.0	1.0	1.146108	0.34321815	0.99999964
bumble	alacrity	0.0	1.0	1.1379206	0.35256833	0.91091025
halcombe	alacrity	0.0	1.0	1.1307037	0.36075452	0.91091025
condescension	alacrity	0.0	1.0	1.1392974	0.35100067	0.00081402104
complied	alacrity	0.0	1.0	1.1026824	0.39204583	0.91091025
cordiality	alacrity	0.0	1.0	1.1369371	0.353687	0.99999917
smike	alacrity	0.0	1.0	1.1276975	0.36414924	0.91091025
scrupulous	alacrity	0.0	1.0	1.1261383	0.3659062	0.91091025
thereupon	alacrity	0.0	1.0	1.1416289	0.3483417	0.91091025
alacrity	alacrity	0.0	1.0	0.0	1.0	0.99991083
terror	alarm	0.0	1.1827836	1.1559695	0.47053686	0.38812038
alarm	alarm	0.0	1.1827836	0.0	0.8063844	0.005042411
alarmed	alarm	0.0	1.1827836	1.1375891	0.33480653	0.06375329
astonishment	alarm	0.0	1.1827836	1.1236392	0.5467273	2.2993505e-05
anxiety	alarm	0.0	1.1827836	1.1516799	0.39076412	0.010424593
excitement	alarm	0.0	1.1827836	1.156844	0.34810594	0.8156744
annoyance	alarm	0.0	1.1827836	1.140798	0.39995387	0.33853117
surprise	alarm	0.0	1.1827836	1.0470488	0.55705446	4.2329983e-05
distress	alarm	0.0	1.1827836	1.099378	0.38755998	0.0019258565
agitation	alarm	0.0	1.1827836	1.1357834	0.31795418	0.007023568
consumption	alcohol	0.0	0.0	1.1407492	0.34934562	2.2904473e-05
grease	alcohol	0.0	0.0	1.1306233	0.36084548	2.4671228e-05
vinegar	alcohol	0.0	0.0	1.0917913	0.403996	0.16784675
gin	alcohol	0.0	0.0	1.071192	0.42627388	9.7284055e-06
whisky	alcohol	0.0	0.0	1.1381282	0.35233217	8.974312e-06
whiskey	alcohol	0.0	0.0	1.1204472	0.37229908	0.0001500623
odour	alcohol	0.0	0.0	1.1432525	0.34648675	0.32941177
drugs	alcohol	0.0	0.0	1.028568	0.47102395	0.0019781685
alcohol	alcohol	0.0	0.0	0.0	1.0	0.00015059613
opium	alcohol	0.0	0.0	1.1283437	0.3634203	6.048413e-06
cecil	alderman	0.0	0.0	1.0473937	0.45148313	0.36079836
houghton	alderman	0.0	0.0	1.096541	0.39879888	0.04878759
cute	alderman	0.0	0.0	1.0599961	0.43820408	0.36079836
alderman	alderman	0.0	0.0	0.0	1.0	0.4417699
